backbone,method,seed,run,query_set,subset,ndcg_at_10,score,run_status,source
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,economics,0.32819,32.818999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,psychology,0.45600999999999997,45.601,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,robotics,0.25678,25.678,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,stackoverflow,0.37888,37.888,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,sustainable_living,0.33706,33.706,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,pony,0.15073,15.073,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,leetcode,0.13456,13.456000000000001,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,aops,0.03458,3.458,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,theoremqa_theorems,0.4274,42.74,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,theoremqa_questions,0.18682,18.682000000000002,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,biology,0.27622,27.622000000000003,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,earth_science,0.36325,36.325,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,economics,0.24146,24.146,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,psychology,0.28198,28.198,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,robotics,0.13491,13.491,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,stackoverflow,0.17325,17.325,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,sustainable_living,0.19782,19.782,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,pony,0.03245,3.245,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,leetcode,0.18590999999999996,18.590999999999998,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,aops,0.02077,2.077,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,theoremqa_theorems,0.36796,36.796,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,e0,42,G1-R2-E0,gpt4-reasoning,theoremqa_questions,0.16939,16.939,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-E0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/Qwen__Qwen3-Embedding-0.6B__tokens-v2__pool-fp32/97b0c614be4d77ee51c0cef4e5f07c00f9eb65b3/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,biology,0.38976,38.976,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,earth_science,0.46020000000000005,46.02,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,economics,0.29959,29.959000000000003,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,psychology,0.39959000000000006,39.959,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,robotics,0.21131,21.131,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,stackoverflow,0.34263,34.263,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,sustainable_living,0.28992,28.992,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,pony,0.07767,7.767,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,leetcode,0.09345,9.345,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,aops,0.03183,3.183,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,theoremqa_theorems,0.38209,38.208999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,42,G1-R2-CL-Strong,gpt4-reasoning,theoremqa_questions,0.19041,19.041,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,biology,0.39767,39.767,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,earth_science,0.4538,45.379999999999995,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,economics,0.30299,30.299,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,psychology,0.39721000000000006,39.721000000000004,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,robotics,0.22033000000000003,22.033,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,stackoverflow,0.35494,35.494,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,sustainable_living,0.30781,30.781,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,pony,0.05893000000000001,5.893000000000001,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,leetcode,0.08567,8.567,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,aops,0.03209,3.209,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,theoremqa_theorems,0.38275,38.275,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,3407,G1-R2-CL-Strong-Seed3407,gpt4-reasoning,theoremqa_questions,0.19603,19.603,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed3407-s3407__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,biology,0.41656,41.656,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,earth_science,0.48278999999999994,48.278999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,economics,0.288,28.799999999999997,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,psychology,0.39847,39.847,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,robotics,0.21098,21.098,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,stackoverflow,0.34889,34.888999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,sustainable_living,0.29456,29.456,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,pony,0.06693,6.6930000000000005,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,leetcode,0.0845,8.450000000000001,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,aops,0.02963,2.963,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,theoremqa_theorems,0.37974,37.974000000000004,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,infonce,2026,G1-R2-CL-Strong-Seed2026,gpt4-reasoning,theoremqa_questions,0.18564,18.564,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-CL-Strong-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-CL-Strong-Seed2026-s2026__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,lambdaloss,42,G1-R2-LL-Graded,gpt4-reasoning,biology,0.32651,32.651,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-LL-Graded-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-LL-Graded-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,lambdaloss,42,G1-R2-LL-Graded,gpt4-reasoning,earth_science,0.37767,37.767,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-LL-Graded-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-LL-Graded-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,lambdaloss,42,G1-R2-LL-Graded,gpt4-reasoning,economics,0.27761,27.761000000000003,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-LL-Graded-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-LL-Graded-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
06b,lambdaloss,42,G1-R2-LL-Graded,gpt4-reasoning,psychology,0.3483,34.83,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-final-k0/G1-R2-LL-Graded-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-final-k0__G1-R2-LL-Graded-s42__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
